d_codigo,d_asenta-D_mnpio
50245,"San Jerónimo, Toluca"
50245,"Sor Juana Inés de la Cruz, Toluca"
50246,"El Coecillo, Toluca"
50246,"Los Héroes II, Toluca"
50246,"Los Héroes III, Toluca"
50250,"San Felipe Tlalmimilolpan, Toluca"
50250,"Santa Juanita, Toluca"
50250,"La Curva, Toluca"
50250,"La Cañada, Toluca"
50250,"La Loma, Toluca"
50250,"Rancho de Maya, Toluca"
50250,"Las Palomas, Toluca"
50250,"Las Margaritas, Toluca"
50253,"Dos Ríos, Toluca"
50253,"La Comunidad, Toluca"
50253,"Los Álamos, Toluca"
50253,"El Calvario, Toluca"
50253,"Jardines de San Pedro, Toluca"
50254,"Loma Bonita, Toluca"
50254,"Tlala, Toluca"
50254,"La Venta, Toluca"
50254,"El Frontón, Toluca"
50254,"El Mogote, Toluca"
50254,"La Joya, Toluca"
50254,"El Mirador, Toluca"
50254,"Balcones de San Felipe, Toluca"
50254,"Del Panteón, Toluca"
50255,"El Refugio, Toluca"
50255,"Linda Vista, Toluca"
50255,"Paraje Tlalmimilolpan, Toluca"
50255,"Santa María, Toluca"
50255,"San Juan Tilapa Centro, Toluca"
50255,"Santiago Tlacotepec Centro, Toluca"
50255,"El Durazno, Toluca"
50255,"Vista Hermosa, Toluca"
50255,"Loma Bonita, Toluca"
50255,"Guadalupe, Toluca"
50255,"Santiago Tlacotepec, Toluca"
50255,"Cristo Rey, Toluca"
50255,"El Mirador, Toluca"
50255,"Los Pajaritos, Toluca"
50256,"Las Barraanquitas, Toluca"
50256,"El Calvario, Toluca"
50256,"El Canal, Toluca"
50256,"Las Palmas, Toluca"
50256,"Agua Bendita, Toluca"
50257,"Loma Bonita, Toluca"
50257,"Tollocan, Toluca"
50257,"La Joya de Ignacio Esquivel, Toluca"
50257,"La Joya, Toluca"
50257,"El Cruzado, Toluca"
50257,"Benito Juárez, Toluca"
50257,"Apilulco, Toluca"
50258,"Puxinco, Toluca"
50258,"El Mostrante, Toluca"
50258,"La Cruz, Toluca"
50258,"Guadalupe, Toluca"
50258,"Rancho Buenavista, Toluca"
50258,"El Chamizal, Toluca"
50258,"Tilapa, Toluca"
50258,"Paraje el Ocote, Toluca"
50258,"El Rosario, Toluca"
50258,"Acuxtitla, Toluca"
50260,"Villas Santa Esther, Toluca"
50260,"Villas Fontana, Toluca"
50260,"La Era, Toluca"
50260,"Capultitlán, Toluca"
50260,"Paseos del Valle, Toluca"
50260,"Alejandría, Toluca"
50260,"El Pacífico, Toluca"
50260,"Capultitlán Centro, Toluca"
50263,"De la Cruz, Toluca"
50263,"Santísima Trinidad, Toluca"
50263,"Los Pinos, Toluca"
50263,"Del Espíritu Santo, Toluca"
50263,"San Isidro Labrador, Toluca"
50263,"De Cristo Rey, Toluca"
50263,"San Juan Apóstol, Toluca"
50263,"La Virgen de Guadalupe, Toluca"
50264,"San Felipe de Jesús, Toluca"
50264,"San Judas Tadeo, Toluca"
50264,"San Pablo, Toluca"
50264,"Las Palmas, Toluca"
50264,"San José, Toluca"
50265,"Sor Juana Inés de la Cruz, Toluca"
50265,"La Palma, Toluca"
50265,"Tierra Coloradas, Toluca"
50265,"Sixto Noguez, Toluca"
50265,"La Capilla, Toluca"
50265,"El Chorrito, Toluca"
50265,"Las Palomas, Toluca"
50265,"Del Panteón, Toluca"
50265,"Guadalupe, Toluca"
50265,"Cacalomacán Centro, Toluca"
50265,"Cacalomacán, Toluca"
50265,"Sagrado Corazón de Jesús, Toluca"
50265,"San Pedro, Toluca"
50265,"San Miguel Zacango, Toluca"
50265,"La Loma, Toluca"
50265,"Del Campo, Toluca"
50266,"San Antonio Buenavista, Toluca"
50270,"Tepetongo, Toluca"
50270,"Tecaxic, Toluca"
50273,"Buenavista, Toluca"
50273,"San Pablo, Toluca"
50274,"Pedregal, Toluca"
50274,"Tlalnepantla, Toluca"
50274,"Pueblo Nuevo, Toluca"
50280,"Santiago Tlaxomulco Centro, Toluca"
50280,"Calixtlahuaca, Toluca"
50283,"Del Pozo Blanco, Toluca"
50283,"La Pena, Toluca"
50283,"Los Cipreses, Toluca"
50284,"El Calvario, Toluca"
50284,"Los Pocitos, Toluca"
50284,"Tenojo, Toluca"
50285,"San Marcos  Yachihuacaltepec, Toluca"
50285,"San Isidro, Toluca"
50285,"Paseos San Martín, Toluca"
50285,"La Palma Toltepec, Toluca"
50285,"Junta Local de Caminos, Toluca"
50285,"Lázaro Cárdenas, Toluca"
50285,"Conjunto Habitacional Las Bugambilias, Toluca"
50285,"San Martín Toltepec, Toluca"
50285,"Ojo de Agua Autopan, Toluca"
50285,"Almoloya de Juárez, Toluca"
50285,"San Marcos, Toluca"
50285,"Palmillas, Toluca"
50285,"Santiago Tlaxomulco (Zimbrones), Toluca"
50285,"2 de Marzo, Toluca"
50286,"El Calvario, Toluca"
50286,"La Pena, Toluca"
50286,"El Tepetate, Toluca"
50290,"El Cerro del Perico, Toluca"
50290,"Chupascliya, Toluca"
50290,"De Jesús 2a. Sección, Toluca"
50290,"Alcaltunco, Toluca"
50290,"Villas los Ángeles, Toluca"
50290,"Jicaltepec Autopan, Toluca"
50290,"De Jesús 1a. Sección, Toluca"
50290,"El Cajón, Toluca"
50290,"Chichipicas, Toluca"
50290,"Ejido Santa Cruz Azcapotzaltongo, Toluca"
50290,"El Cerrito, Toluca"
50290,"Bordo Nuevo, Toluca"
50290,"Del Pozo, Toluca"
50290,"Tanamato, Toluca"
50290,"Santa Cruz Atzcapotzaltongo, Toluca"
50290,"San Pablo Autopan, Toluca"
50290,"Contra Caja, Toluca"
50290,"Tejocote, Toluca"
50293,"Parque industrial Toluca, Toluca"
50294,"De Pueblo Nuevo, Toluca"
50294,"De Jesús 3a. Sección, Toluca"
50294,"De Santa Cruz, Toluca"
50294,"De Santa María, Toluca"
50294,"Tlachaloya, Toluca"
50294,"La Granja, Toluca"
50295,"Tlachaloya 2a Sección Centro, Toluca"
50295,"La Trinidad, Toluca"
50295,"San José Buenavista el Chico, Toluca"
50295,"De Balbuena, Toluca"
50295,"San Carlos, Toluca"
50295,"San Carlos Autopan, Toluca"
50295,"San Mateo, Toluca"
50295,"Tlachaloya, Toluca"
50295,"El Cerrillo Piedras Blancas, Toluca"
50295,"Xicaltepe Tepaltitlán (San Lorenzo), Toluca"
50295,"Aviación Autopan, Toluca"
50295,"San José la Costa, Toluca"
50295,"Real de San Pablo, Toluca"
50295,"Las Nicolás, Toluca"
50295,"Las Jaras, Toluca"
50295,"Julián Escalante, Toluca"
50295,"San Cayetano Morelos, Toluca"
50295,"Galaxia Toluca, Toluca"
50295,"Del Tejocote, Toluca"
50295,"Sebastián Lerdo de Tejada, Toluca"
50295,"San Diego, Toluca"
50300,"El Triangulo, Acambay de Ruíz Castañeda"
50300,"Peñasco de Dios, Acambay de Ruíz Castañeda"
50300,"Acambay Centro, Acambay de Ruíz Castañeda"
50303,"Constituyentes, Acambay de Ruíz Castañeda"
50303,"Manuel Hinojosa, Acambay de Ruíz Castañeda"
50304,"Los Pinos, Acambay de Ruíz Castañeda"
50305,"Independencia, Acambay de Ruíz Castañeda"
50305,"La Camelia, Acambay de Ruíz Castañeda"
50305,"Niños Héroes, Acambay de Ruíz Castañeda"
50306,"Valle de los Espejos, Acambay de Ruíz Castañeda"
50306,"El Nogal, Acambay de Ruíz Castañeda"
50306,"Revolución, Acambay de Ruíz Castañeda"
50310,"Huamango, Acambay de Ruíz Castañeda"
50310,"Esdoca, Acambay de Ruíz Castañeda"
50310,"Dongu Barrio Dos, Acambay de Ruíz Castañeda"
50310,"La Cumbre, Acambay de Ruíz Castañeda"
50310,"Botidi, Acambay de Ruíz Castañeda"
50313,"Dateje, Acambay de Ruíz Castañeda"
50313,"Ganzda, Acambay de Ruíz Castañeda"
50313,"Loma Linda, Acambay de Ruíz Castañeda"
50313,"Hacienda Toto, Acambay de Ruíz Castañeda"
50314,"Barrancas, Acambay de Ruíz Castañeda"
50314,"Las Palomas, Acambay de Ruíz Castañeda"
50314,"Las Golondrinas, Acambay de Ruíz Castañeda"
50314,"Buenavista, Acambay de Ruíz Castañeda"
50314,"Bovini, Acambay de Ruíz Castañeda"
50314,"La Huerta, Acambay de Ruíz Castañeda"
50315,"Santa María las Arenas, Acambay de Ruíz Castañeda"
50315,"Las Trojes, Acambay de Ruíz Castañeda"
50315,"Mado Sector II, Acambay de Ruíz Castañeda"
50315,"Los Pilares, Acambay de Ruíz Castañeda"
50315,"Santa María las Arenas Dos, Acambay de Ruíz Castañeda"
50315,"Las Arenas, Acambay de Ruíz Castañeda"
50320,"Parque del Oso Bueno, Acambay de Ruíz Castañeda"
50320,"Endeje, Acambay de Ruíz Castañeda"
50323,"Boshi Grande, Acambay de Ruíz Castañeda"
50324,"San Antonio las Palmas, Acambay de Ruíz Castañeda"
50324,"La Manga, Acambay de Ruíz Castañeda"
50324,"Mado Sector I, Acambay de Ruíz Castañeda"
50325,"San Juanico Sector II, Acambay de Ruíz Castañeda"
50325,"La Venta (Barrio la Venta), Acambay de Ruíz Castañeda"
50325,"San Juanico Sector I, Acambay de Ruíz Castañeda"
50325,"San Nicolás Acambay, Acambay de Ruíz Castañeda"
50326,"La Caridad, Acambay de Ruíz Castañeda"
50326,"Boshi Chiquito, Acambay de Ruíz Castañeda"
50326,"San Ildefonso Yolotepec, Acambay de Ruíz Castañeda"
50330,"San Pedro de los Metates, Acambay de Ruíz Castañeda"
50333,"Hondiga, Acambay de Ruíz Castañeda"
50333,"Agua Limpia, Acambay de Ruíz Castañeda"
50333,"Deshpe, Acambay de Ruíz Castañeda"
50333,"Pathé, Acambay de Ruíz Castañeda"
50333,"Boxindo, Acambay de Ruíz Castañeda"
50334,"El Medrano, Acambay de Ruíz Castañeda"
50335,"Chanteje, Acambay de Ruíz Castañeda"
50335,"La Estancia Sector I, Acambay de Ruíz Castañeda"
50335,"La Estancia Sector II, Acambay de Ruíz Castañeda"
50335,"Las Chivas, Acambay de Ruíz Castañeda"
50336,"Loma de San Ángel, Acambay de Ruíz Castañeda"
50336,"La Laguna, Acambay de Ruíz Castañeda"
50336,"San José Bocto, Acambay de Ruíz Castañeda"
50337,"La Esperanza, Acambay de Ruíz Castañeda"
50337,"La Soledad, Acambay de Ruíz Castañeda"
50337,"Pueblo Nuevo, Acambay de Ruíz Castañeda"
50340,"Guadalupe, Acambay de Ruíz Castañeda"
50340,"Cerrito Tixmadeje, Acambay de Ruíz Castañeda"
50343,"Tixmadeje Grande (Santa María Tixmadeje), Acambay de Ruíz Castañeda"
50343,"Doxteje Barrio Primero, Acambay de Ruíz Castañeda"
50343,"Candeje, Acambay de Ruíz Castañeda"
50343,"Tixmadeje Chiquito, Acambay de Ruíz Castañeda"
50343,"Doxteje Barrio Dos, Acambay de Ruíz Castañeda"
50343,"Doxteje Centro, Acambay de Ruíz Castañeda"
50343,"Tixmadeje Grande Barrio Dos, Acambay de Ruíz Castañeda"
50343,"El Pedregal Tixmadeje, Acambay de Ruíz Castañeda"
50343,"La Providencia Doxteje, Acambay de Ruíz Castañeda"
50344,"Tixmadeje, Acambay de Ruíz Castañeda"
50344,"El Ermitaño, Acambay de Ruíz Castañeda"
50344,"Detiña, Acambay de Ruíz Castañeda"
50344,"La Florida, Acambay de Ruíz Castañeda"
50344,"La Palma, Acambay de Ruíz Castañeda"
50345,"Dongú Puerto, Acambay de Ruíz Castañeda"
50345,"Dongu, Acambay de Ruíz Castañeda"
50345,"Dongu Barrio Uno, Acambay de Ruíz Castañeda"
50345,"Detiña (San Antonio Detiña), Acambay de Ruíz Castañeda"
50350,"Boti, Acambay de Ruíz Castañeda"
50350,"Los Sauces, Acambay de Ruíz Castañeda"
50350,"Rincón de Juando, Acambay de Ruíz Castañeda"
50350,"La Nopalera, Acambay de Ruíz Castañeda"
50353,"Cañada del Gallo, Acambay de Ruíz Castañeda"
50353,"Cruz Colorada, Acambay de Ruíz Castañeda"
50353,"Loma de Enmedio, Acambay de Ruíz Castañeda"
50353,"Puentecillas, Acambay de Ruíz Castañeda"
50354,"La Teresa, Acambay de Ruíz Castañeda"
50354,"Conejeras, Acambay de Ruíz Castañeda"
50354,"Muyteje, Acambay de Ruíz Castañeda"
50355,"San Agustín la Loma, Acambay de Ruíz Castañeda"
50355,"El Capulín la Loma, Acambay de Ruíz Castañeda"
50355,"La Loma, Acambay de Ruíz Castañeda"
50356,"Los Toriles, Acambay de Ruíz Castañeda"
50356,"Gandó, Acambay de Ruíz Castañeda"
50356,"Las Mangas, Acambay de Ruíz Castañeda"
50357,"San Francisco, Acambay de Ruíz Castañeda"
50357,"Loma del Fresno, Acambay de Ruíz Castañeda"
50357,"Los Charcos, Acambay de Ruíz Castañeda"
50357,"Juando, Acambay de Ruíz Castañeda"
50357,"San Francisco Shaxni, Acambay de Ruíz Castañeda"
50357,"Agostadero, Acambay de Ruíz Castañeda"
50360,"Aculco de Espinoza, Aculco"
50360,"Centro Urbano, Aculco"
50370,"Jurica, Aculco"
50370,"Las Lajas, Aculco"
50370,"San Francisquito, Aculco"
50370,"Taxtho, Aculco"
50370,"Gunyo Oriente, Aculco"
50370,"Santa Ana Matlavat, Aculco"
50370,"La Esperanza, Aculco"
50370,"Encinillas, Aculco"
50370,"Santa María Nativitas Segundo Cuartel, Aculco"
50373,"El Rosal, Aculco"
50373,"San Antonio Arroyo Zarco, Aculco"
50373,"Arroyo Zarco, Aculco"
50373,"Presa el Molino, Aculco"
50373,"Arroyo Zarco, Aculco"
50374,"San Martín, Aculco"
50374,"El Azafrán (Santa Rosa el Azafrán), Aculco"
50375,"Los Gavilanes, Aculco"
50375,"Presa Chapala, Aculco"
50375,"Fondo, Aculco"
50375,"El Azafrán 3ra Manzana, Aculco"
50375,"El Bonxhi, Aculco"
50375,"Barrancas, Aculco"
50375,"El Colorado, Aculco"
50376,"Santa María Nativitas, Aculco"
50376,"Rancho Chapala, Aculco"
50376,"La Soledad, Aculco"
50376,"Santa María Nativitas, Aculco"
50376,"Las Minas, Aculco"
50376,"Decandeje (Chapala Ejido Decandeje), Aculco"
50380,"La Soledad, Aculco"
50380,"Gunyo Poniente ( San José Gunyo ), Aculco"
50380,"San Jerónimo, Aculco"
50383,"Zethe, Aculco"
50383,"Santa Ana Oxtoc-toxhie, Aculco"
50383,"Santiago Oxtoc-Toxhie, Aculco"
50383,"San Antonio el Zethe, Aculco"
50383,"Totolopan (Ejido de Totolopan), Aculco"
50384,"Los Ailes, Aculco"
50384,"Ñado Buenavista, Aculco"
50384,"Descandeje, Aculco"
50385,"Bimbo, Aculco"
50385,"San Jerónimo, Aculco"
50385,"San Joaquín Coscomatepec, Aculco"
50386,"San Joaquín Coscomatepec, Aculco"
50386,"El Tixhiñu, Aculco"
50386,"San Antonio, Aculco"
50393,"Loma Alta Cabresteros, Aculco"
50393,"Higuerillas, Aculco"
50393,"Bañe, Aculco"
50393,"Loma Alta Ejido Bañe ( Bañe Barrio Conasupo ), Aculco"
50394,"La Presita Segundo Cuartel, Aculco"
50395,"La Concepción, Aculco"
50396,"La Concepción, Aculco"
50396,"San Lucas Totomaloya, Aculco"
50396,"El Mogote, Aculco"
50396,"El Huizachal, Aculco"
50396,"La Estancia, Aculco"
50397,"San Pedro Denxhi, Aculco"
50397,"La Pera, Aculco"
50397,"San Pedro Denxhi 2do Cuartel, Aculco"
50397,"Presa San Idelfonso, Aculco"
50397,"Cofradia, Aculco"
50397,"Presa del Tepozan, Aculco"
50397,"El Rincón, Aculco"
50400,"Del Calvario, Temascalcingo"
50400,"Temascalcingo de José María Velazco, Temascalcingo"
50410,"Puruahua, Temascalcingo"
50410,"Bonsho, Temascalcingo"
50410,"Del Socorro, Temascalcingo"
50410,"La Magdalena Cruz Blanca, Temascalcingo"
50410,"Maro, Temascalcingo"
50410,"La Magdalena, Temascalcingo"
50413,"La Magdalena Bosha, Temascalcingo"
50413,"Ahuacatitlán Centro, Temascalcingo"
50413,"Ahuacatitlán, Temascalcingo"
50413,"Ahuacatitlán ( La Providencia ), Temascalcingo"
50414,"San Mateo el Viejo, Temascalcingo"
50414,"El Pedregal, Temascalcingo"
50414,"Santa Lucia (Ejido de San Mateo el Viejo), Temascalcingo"
50414,"San Pedro el Alto, Temascalcingo"
50414,"Barrio de Shelle, Temascalcingo"
50414,"La Loma de San Mateo, Temascalcingo"
50415,"Boqui, Temascalcingo"
50415,"Andaro, Temascalcingo"
50415,"Puente, Temascalcingo"
50415,"La Corona, Temascalcingo"
50420,"Boshesda, Temascalcingo"
50420,"Santiago Coachochitlán Barrio del Rincón, Temascalcingo"
50420,"Bombaro, Temascalcingo"
50420,"Mesa de Bombaro, Temascalcingo"
50423,"San Pedro Potla Primer Barrio Ejido, Temascalcingo"
50423,"San Pedro Potla Tercer Barrio, Temascalcingo"
50423,"San Pedro de la Loma, Temascalcingo"
50423,"Pastores Primer Barrio, Temascalcingo"
50423,"San Pedro Potla Centro, Temascalcingo"
50423,"San Pedro Potla Segundo Barrio, Temascalcingo"
50423,"Los Pastores (Pastores Segundo Barrio), Temascalcingo"
50424,"San Francisco Tepeolulco, Temascalcingo"
50424,"San Francisco Tepeolulco Tercer Barrio la Mesa, Temascalcingo"
50424,"Santa Ana Yenshu La Mesa, Temascalcingo"
50424,"Santa Ana Yenshu Ejido, Temascalcingo"
50424,"San Francisco Tepeolulco Segundo Barrio, Temascalcingo"
50424,"San Francisco Tepeolulco Primer Barrio, Temascalcingo"
50424,"Santa Ana Yenshu Centro, Temascalcingo"
50425,"San Juanico el Alto, Temascalcingo"
50425,"San Juanico Centro, Temascalcingo"
50425,"Bachini, Temascalcingo"
50430,"Juanacatlán, Temascalcingo"
50430,"La Huerta, Temascalcingo"
50433,"San Vicente Solís, Temascalcingo"
50433,"San Francisco Solís, Temascalcingo"
50434,"Santiago Coachochitlán, Temascalcingo"
50434,"Barrio las Peñas, Temascalcingo"
50434,"Mesa de Santiago, Temascalcingo"
50434,"La Estanzuela, Temascalcingo"
50434,"Mesa de los Garnica, Temascalcingo"
50434,"Santa María Canchesda, Temascalcingo"
50434,"Mesa de Bañi, Temascalcingo"
50434,"Barrio Santa María Chamacueros, Temascalcingo"
50435,"Estación Solís (Estación Alberto Garduño), Temascalcingo"
50440,"Pueblo Nuevo Solís (La Estancia), Temascalcingo"
50443,"San Miguel Solís, Temascalcingo"
50443,"Santa María Solís, Temascalcingo"
50443,"Cuadrilla, Temascalcingo"
50443,"Los Pinos, Temascalcingo"
50443,"Ex-hacienda de Solís, Temascalcingo"
50443,"San José Solís, Temascalcingo"
50444,"Santa Rosa Solís, Temascalcingo"
50444,"Calderas, Temascalcingo"
50444,"Mogote de la Campana, Temascalcingo"
50444,"Cerritos de Cárdenas, Temascalcingo"
50444,"San Nicolás Solís, Temascalcingo"
50445,"El Rodeo, Temascalcingo"
50445,"La Mesa del Venado, Temascalcingo"
50445,"Pozo de las Palomas, Temascalcingo"
50446,"San Antonio Solís, Temascalcingo"
50446,"San José los Reyes, Temascalcingo"
50446,"El Garay, Temascalcingo"
50447,"San José Ixtapa, Temascalcingo"
50447,"Ixtapa, Temascalcingo"
50447,"El Tejocote (La Loma), Temascalcingo"
50447,"Guadalupe Ixtapa, Temascalcingo"
50450,"Centro, Atlacomulco"
50453,"El Arbolito, Atlacomulco"
50453,"Felipe Ureña, Atlacomulco"
50453,"Morelos, Atlacomulco"
50453,"Bongoni, Atlacomulco"
50453,"2 de Abril, Atlacomulco"
50454,"El Calvario, Atlacomulco"
50454,"Rincón de las Flores, Atlacomulco"
50454,"Centro Administrativo, Atlacomulco"
50454,"San Martín, Atlacomulco"
50454,"2da Sección Electricistas, Atlacomulco"
50454,"Isidro Fabela, Atlacomulco"
50454,"Granjas, Atlacomulco"
50455,"Cuatro Milpas, Atlacomulco"
50455,"La Mora, Atlacomulco"
50455,"Las Mercedes, Atlacomulco"
50455,"ISSEMYM, Atlacomulco"
50455,"Las Fuentes, Atlacomulco"
50455,"La Ascensión, Atlacomulco"
50456,"Río Lerma (Tic Ti), Atlacomulco"
50456,"Atlavilla, Atlacomulco"
50456,"José Vasconcelos, Atlacomulco"
50456,"Miguel Portillo Saldaña, Atlacomulco"
50457,"El Jazmín, Atlacomulco"
50457,"Atenas, Atlacomulco"
50457,"Ampliación la Garita, Atlacomulco"
50457,"La Garita, Atlacomulco"
50457,"Geranios, Atlacomulco"
50457,"La Cruz, Atlacomulco"
50458,"Atlacomulco, Atlacomulco"
50460,"San Bartolo Lanzados, Atlacomulco"
50463,"Cerrito Colorado, Atlacomulco"
50463,"Tierras Blancas, Atlacomulco"
50464,"Maye el Fresno, Atlacomulco"
50464,"Diximoxi, Atlacomulco"
50464,"San Bartolo el Arenal, Atlacomulco"
50465,"La Mesa de Chosto, Atlacomulco"
50465,"Santo Domingo Shomege (Shomege), Atlacomulco"
50466,"Chosto de los Jarros, Atlacomulco"
50466,"La Lagunita Cantashí, Atlacomulco"
50470,"San Pablo Atotonilco, Atlacomulco"
50473,"El Salto, Atlacomulco"
50473,"Monte María (El Nogal), Atlacomulco"
50474,"Tecoac, Atlacomulco"
50474,"El Rincón de la Candelaria, Atlacomulco"
50475,"San Ignacio de Loyola, Atlacomulco"
50475,"San José del Tunal, Atlacomulco"
50475,"San Luis Boro, Atlacomulco"
50476,"Dolores la Joya (La Joya), Atlacomulco"
50476,"El Magueyal, Atlacomulco"
50477,"Cotecito, Atlacomulco"
50480,"San Francisco Chalchihuapan, Atlacomulco"
50483,"Santiago Acutzilapan, Atlacomulco"
50483,"San Felipe Pueblo Nuevo, Atlacomulco"
50484,"San Antonio Enchisi, Atlacomulco"
50485,"San Pedro del Rosal, Atlacomulco"
50486,"San Lorenzo Tlacotepec, Atlacomulco"
50486,"Cuendo, Atlacomulco"
50486,"El Espejel, Atlacomulco"
50486,"Santa Cruz Bombatevi, Atlacomulco"
50487,"La Palma, Atlacomulco"
50487,"Bombatevi Ejido (Ej. Santa Cruz Bombatevi), Atlacomulco"
50487,"Las Tarrias, Atlacomulco"
50490,"San Juan de los Jarros, Atlacomulco"
50493,"Bobashi de Guadalupe, Atlacomulco"
50494,"Manto del Río, Atlacomulco"
50495,"Manto del Río, Atlacomulco"
50496,"San José Toxi, Atlacomulco"
50496,"Santa Rosa, Atlacomulco"
50497,"San Jerónimo de los Jarros, Atlacomulco"
50500,"San Andrés Timilpan, Timilpan"
50503,"N Teje, Timilpan"
50503,"N Zititi, Timilpan"
50503,"M Bodo, Timilpan"
50504,"N Gunzda, Timilpan"
50504,"Aguacate, Timilpan"
50505,"Segunda Manzana, Timilpan"
50505,"N Zola, Timilpan"
50505,"Campo Santo, Timilpan"
50507,"Primera Manzana de Barrio Iturbide, Timilpan"
50507,"Segunda Manzana de Barrio Iturbide, Timilpan"
50507,"Barrio de Ocampo, Timilpan"
50508,"Primera Manzana de San Nicolás, Timilpan"
50508,"Segunda Manzana de San Nicolás, Timilpan"
50509,"Segunda Manzana de Zaragoza, Timilpan"
50509,"Tercera Manzana de Zaragoza, Timilpan"
50509,"Primera Manzana de Zaragoza, Timilpan"
50510,"Huapango, Timilpan"
50520,"Barrio Iturbide, Timilpan"
50520,"Primera Manzana Barrio de Hidalgo, Timilpan"
50523,"Lomas de Emiliano Zapata (Las Lomas), Timilpan"
50524,"Segunda Manzana de Barrio Morelos, Timilpan"
50525,"Agua Bendita, Timilpan"
50525,"Tercera Manzana de Barrio Iturbide Ixcaja, Timilpan"
50525,"Primera Manzana de Barrio Morelos, Timilpan"
50525,"Primera Manzana de Cañada de Lobos, Timilpan"
50525,"Tercera Manzana de Barrio de Morelos, Timilpan"
50525,"Segunda Manzana Barrio de Hidalgo, Timilpan"
50526,"Segunda Manzana de Cañada de Lobos, Timilpan"
50526,"Primera Manzana del Pueblo de Rincón de Bucio, Timilpan"
50526,"Segunda Manzana del Pueblo de Rincón de Bucio, Timilpan"
50527,"Tercera Manzana del Pueblo de Rincón de Bucio, Timilpan"
50528,"El Palmito, Timilpan"
50540,"San Antonio Yondejé, Timilpan"
50540,"Santiaguito Maxdá, Timilpan"
50540,"Barrio Quinto de Maxdá (Enzdá), Timilpan"
50550,"San Bartolo Morelos, Morelos"
50554,"Barrio Cuarto (La Loma), Morelos"
50559,"Xhinte de Lagos, Morelos"
50560,"Santa Clara, Morelos"
50563,"Buenavista, Morelos"
50563,"Shindeje, Morelos"
50563,"Los Negritos, Morelos"
50563,"El Cerrito, Morelos"
50563,"San Simón, Morelos"
50564,"El Tejocote, Morelos"
50564,"San Sebastián Buenos Aires, Morelos"
50564,"Los Mazatetes, Morelos"
50565,"El Pescado, Morelos"
50565,"El Bosque, Morelos"
50565,"Las Cenizas (Ejido de Santa Clara), Morelos"
50565,"Las Pilitas, Morelos"
50565,"El Reyno, Morelos"
50566,"El Madroño, Morelos"
50566,"El Polvorin, Morelos"
50566,"Barrio Cuarto (La Trampa), Morelos"
